-1.6479	19.5489	15.2492	-5.8831	-21.2264	-8.2494	-11.8172	-16.4807	-16.4914	-19.6306	24.3668	24.3833	3.4510	8.1431
-1.6237	20.3185	3.6391	-3.5592	-25.1225	-8.2435	-13.8856	-19.2371	-6.4500	-14.8483	37.2218	1.9064	-15.2428	8.1850
-1.9047	14.5110	-3.2691	0.7478	-17.3312	-9.2956	-12.9801	-12.0254	-1.8579	-10.5439	26.8313	-5.7284	-4.8758	7.5046
-1.7769	11.5044	-1.1009	5.2581	-14.6276	-3.8522	-20.1684	-18.8580	13.9329	5.3302	43.5383	-13.4449	-13.5599	8.1993
-1.8523	7.7390	-2.2911	5.0223	-13.9008	-1.7644	-23.7516	-21.3015	11.0113	-2.7634	35.2774	-26.3876	-12.9224	8.1732
-2.3609	5.4349	3.4672	11.0832	-6.0415	3.7872	-21.3881	-16.8917	16.9573	-0.9179	28.9117	-34.5720	-5.3648	8.1053
-2.8485	5.1319	4.9741	12.8074	-8.8140	2.8355	-14.7493	-14.6571	17.0027	11.0640	17.7101	-26.7523	-4.6113	7.6978
-3.2430	-0.8038	6.1431	23.2081	-12.3808	8.6890	-0.2468	-26.5012	22.0985	29.7172	6.3674	-11.0049	-4.0550	8.0289
-2.8338	-19.5234	17.6290	33.7701	-8.1901	20.1760	13.4996	-25.1205	17.9278	2.0552	-14.2126	2.5759	-1.8341	8.2067
-2.4851	-23.4464	16.9501	33.3966	-12.4821	14.7184	6.1795	-30.9408	20.1936	2.5981	-9.1760	-0.5046	-3.4715	8.2526
-2.6030	-26.5985	11.9655	31.2454	-14.5630	15.1261	8.4957	-33.8955	22.3158	2.3239	-7.6327	-8.4067	1.6797	8.3262
-2.8997	-33.5103	8.4191	28.1347	-18.3460	16.0430	8.5638	-31.0717	20.3945	-0.8193	-6.3498	-9.8875	7.1976	8.3507
-3.3563	-33.4359	3.7855	28.2104	-21.1541	13.0836	16.5955	-25.2644	28.2054	6.5958	-2.2326	-2.4765	11.7371	8.4028
-4.0972	-28.6839	1.5876	23.2791	-23.0161	12.5996	12.0506	-35.4513	30.5599	3.2031	-1.1782	-3.2250	1.0312	8.3965
-5.3301	-24.7503	-5.9198	19.9782	-22.0879	5.9491	9.3967	-30.5239	17.7367	-2.7671	-6.8499	-9.4108	-7.2903	8.0486
-7.0141	-25.7240	-2.9838	10.7800	-23.1273	9.6875	4.7521	-19.4245	20.6268	6.4443	2.2023	-9.2192	-5.6551	7.8053
-8.2165	-17.7698	3.4187	15.3497	-15.8312	8.7852	6.9893	-12.9273	29.8973	-0.5776	0.1099	-14.8186	-1.9450	7.7371
-8.6947	-8.2941	7.2866	15.1831	-13.1095	9.4420	7.3242	-12.6976	21.4673	-0.3503	0.3259	-3.4627	8.2610	7.2760
-8.7629	-1.5185	7.0192	12.9189	-13.4726	9.8228	8.1290	-10.0478	22.9331	13.0232	0.9421	5.5660	7.1233	7.3254
-9.0414	1.0266	8.3493	9.8643	-5.7609	7.4946	12.1681	-9.2428	9.5167	18.2884	3.3668	8.4383	6.0386	7.0181
-9.2033	2.6901	8.3675	8.9076	-1.9289	3.4957	9.2286	-5.9928	5.8410	16.1214	3.0898	6.4027	2.3351	6.5908
