-0.7264	-1.1202	6.1777	29.3790	7.3017	-3.8842	-12.0121	2.2453	-28.0264	-15.9904	2.5824	-10.7522	-4.8144	7.7439
-0.7208	2.2625	5.3272	30.3869	6.1969	-10.7174	-5.8224	-4.0241	-24.6022	-18.5413	4.4436	-10.6435	-7.8642	7.7427
-1.1790	3.6825	14.7427	32.9081	4.5242	-11.1566	-4.4625	-1.7489	-26.9986	-12.9518	6.6459	-23.3305	-9.0501	8.0230
-1.5393	6.5029	13.9488	28.6101	4.5873	-9.0658	-3.0678	-1.4551	-23.9848	-16.7582	4.9987	-21.3536	-8.5678	7.8567
-1.9423	10.3219	14.5981	21.1698	3.8869	-7.7393	-3.3740	-2.4129	-12.2513	-23.1966	1.1180	-25.7773	-2.0358	7.7061
-1.8707	20.4879	9.9045	8.0525	16.3930	-13.2955	-6.8895	5.5108	-11.7593	-17.8060	-3.0204	-15.7721	-2.2566	7.5109
-1.6141	20.6142	8.0257	13.1230	22.9218	-20.0185	1.3133	4.7063	-13.6176	-19.4117	-3.7037	-9.0017	-2.6922	7.7312
-1.6847	24.5519	5.2526	14.9332	37.9072	-23.8321	8.9361	1.4059	-13.6851	-22.6786	2.4999	-15.9682	-5.4061	8.2777
-1.6370	26.3842	8.8426	14.4626	33.0732	-20.5379	2.7736	0.5342	-14.6189	-14.3798	-3.0352	-16.0595	-5.8535	8.0808
-1.6748	22.3236	9.2130	14.8696	35.8447	-22.4889	-2.2165	-7.4731	-8.3337	-12.2286	-1.8875	-2.2444	-14.8228	8.0410
-1.7161	20.3801	8.9106	17.3996	41.4891	-21.5782	-4.7761	-11.0905	-12.9089	-15.3961	-0.1463	1.0811	-18.1860	8.2607
-1.6486	19.3188	3.5774	15.4756	40.0637	-17.0203	-3.9884	-7.5117	-12.0564	-23.8861	-3.5703	2.7901	-14.9524	8.1762
-1.5707	18.5332	1.1558	15.9044	23.6128	-13.2487	-2.8341	-2.2204	-4.2504	-21.1480	-3.1227	1.7228	-12.1224	7.5864
