-0.1755	2.4498	-3.4901	-7.7482	-3.2138	15.3890	0.2959	12.8283	1.8447	7.2232	-11.3163	-25.9315	-0.4099	7.2051
-0.2182	4.9059	-5.5790	-5.7719	-3.8852	19.9954	-11.0582	16.0132	4.3568	5.6768	-17.6798	-19.0331	-2.7858	7.3877
-0.3637	3.7419	-4.1495	-4.5848	-0.1333	17.5363	-13.8419	15.1408	4.3022	11.2825	-15.8607	-23.5680	-3.3645	7.4644
-0.7297	3.4465	-0.6652	-2.2732	-2.8426	17.7435	-9.5214	9.1245	3.7860	17.6295	-18.7121	-24.4012	-6.4495	7.5105
-1.1453	4.7023	0.8101	3.7341	-3.9775	14.2452	-15.3456	8.3666	1.5409	19.3646	-23.6459	-16.3160	-6.7222	7.5012
-1.6206	5.5664	4.3032	6.3082	2.0455	8.2552	-18.5875	8.1627	-3.2095	17.2859	-22.4293	-9.5747	-6.8684	7.3313
-2.0013	9.8161	3.5760	10.1798	6.7164	3.1974	-21.0515	13.8200	1.8966	4.9207	-14.9461	-17.0186	-1.9801	7.2800
-2.4117	12.7692	5.9022	13.2464	20.1485	-3.8479	-16.6865	9.6990	-8.4759	6.0821	-20.2907	-13.9328	-1.0679	7.5434
-2.4143	13.5433	4.9995	16.3277	24.4321	-7.4345	-14.7510	13.2964	-19.8541	9.2466	-22.1104	-17.9513	7.8457	7.9655
-2.3984	15.5649	4.1906	16.5667	26.6795	-13.8406	-13.4930	18.3794	-28.5155	6.4089	-24.4043	-11.6597	10.6813	8.2061
-2.3071	15.0970	2.0884	23.0836	29.1973	-22.9802	-10.2900	14.9836	-26.4476	11.8699	-33.8121	-10.8130	15.2866	8.4796
-2.3486	15.0151	2.3412	21.6836	29.9693	-23.4381	-10.5748	13.4445	-23.2592	11.3994	-31.6498	-15.0757	14.6997	8.4257
-2.2871	15.6176	3.0964	20.5680	30.0910	-22.5250	-9.2842	13.5890	-22.3250	4.1743	-24.1585	-13.8288	15.0512	8.2643
-2.0465	16.6705	1.8858	19.7440	34.9807	-26.8018	-8.3917	14.2555	-21.1285	5.8194	-27.0439	-5.5335	14.0718	8.3736
-2.1659	17.1889	-0.9250	15.2876	30.8596	-21.0859	-3.8323	11.9986	-23.7069	10.1880	-26.7495	-1.4215	6.7646	8.1661
-2.1943	16.5027	0.4640	22.5705	32.8493	-24.3823	-8.9525	12.9439	-22.3537	11.9258	-30.3049	-5.1303	12.1984	8.3992
-2.2920	18.7259	0.0004	22.1419	38.6750	-26.5338	-7.4754	15.1745	-27.6953	19.4379	-36.3558	-8.7072	13.8811	8.7107
-2.4576	16.8008	2.0486	22.8638	34.2953	-22.6603	-4.7217	14.7394	-25.8180	6.6153	-27.1704	-10.3909	12.9112	8.4046
-2.6639	17.7331	5.9658	20.4379	34.1352	-25.8997	-0.6111	18.3234	-29.9295	10.6830	-31.0842	-16.0601	19.8214	8.6259
